order_id,customer_id,order_date,order_status,shipping_address,total_amount,payment_status,created_at
ORDTU17H76VFYP2,CUSTT93JVFN277E3,2025-07-19 01:52:38,Completed,77 Main Street,84516.0,Pending,2025-07-19 01:52:38
ORD9ZWB0YKRSF14,CUSTS5I97PZAQ7VK,2024-07-13 16:49:36,Cancelled,59 Main Street,13238.0,Pending,2024-07-13 16:49:36
ORD2CJFHX1X4DR3,CUST7ZYIMPPWYK6N,2024-01-12 03:40:20,Cancelled,93 Main Street,117768.0,Paid,2024-01-12 03:40:20
ORD4V1P51K8K7JT,CUST9X9MXC722V7O,2024-07-27 06:49:44,Cancelled,88 Main Street,163281.0,Pending,2024-07-27 06:49:44
ORD2ETYN3V0EAG3,CUST64VS0UYWDU0O,2024-03-28 04:02:19,Shipped,80 Main Street,53475.0,Paid,2024-03-28 04:02:19
ORDJT04J7DGCZYC,CUST7EARVBWY9RYT,2024-06-21 11:38:26,Processing,224 Main Street,236637.0,Pending,2024-06-21 11:38:26
ORDJCZEDR7N5Q2M,CUSTZJ6P2E2B0SL7,2024-01-12 09:39:34,Cancelled,38 Main Street,67714.0,Paid,2024-01-12 09:39:34
ORD9Q314OVI1E3N,CUSTCOM5JSEFGBL5,2024-09-27 18:48:31,Completed,269 Main Street,192108.0,Pending,2024-09-27 18:48:31
ORD21GO8PXTKE5O,CUSTXVTPFWOSSPGC,2025-04-11 23:57:41,Cancelled,179 Main Street,23466.0,Pending,2025-04-11 23:57:41
ORDG2XYBC9WEP9T,CUSTLT4RW9B0H2GF,2025-12-14 06:45:37,Completed,210 Main Street,93840.0,Pending,2025-12-14 06:45:37
ORDOYL12HX9JN5Z,CUST7J0LF4U5M8GS,2025-05-09 13:33:26,Processing,108 Main Street,73758.0,Paid,2025-05-09 13:33:26
ORDEOB8W778WYLY,CUSTUY0FHFBGN6MA,2024-01-04 11:36:12,Completed,161 Main Street,40328.0,Paid,2024-01-04 11:36:12
ORDFZTW6GZ610L9,CUSTUI1Q0L0IVKV5,2025-05-14 00:08:30,Cancelled,270 Main Street,18607.0,Paid,2025-05-14 00:08:30
ORDCL6076FSN4B9,CUSTYB0OOGQVOWYX,2025-12-04 09:34:03,Shipped,266 Main Street,212262.0,Pending,2025-12-04 09:34:03
ORDODUQLUTCUUIT,CUSTTKOOLQCT6ZQF,2024-11-17 11:44:24,Processing,210 Main Street,220005.0,Paid,2024-11-17 11:44:24
ORDOJ73G9I8XHQC,CUSTNPWC9PEI8YWQ,2024-08-16 00:43:07,Processing,70 Main Street,68010.0,Paid,2024-08-16 00:43:07
ORD0D0T0AXI9MN2,CUSTUR1K7MWJNBGT,2025-12-08 19:46:11,Completed,162 Main Street,22311.0,Paid,2025-12-08 19:46:11
ORDNW6WO5MJ3BJ6,CUSTRD1G5C5KD7S8,2024-07-26 11:07:39,Processing,16 Main Street,76125.0,Pending,2024-07-26 11:07:39
ORDLAU1ZPN1IHOO,CUSTOYL7WYV5E0UI,2024-09-25 16:55:15,Completed,100 Main Street,108413.0,Paid,2024-09-25 16:55:15
ORDJVTIVX4UGSZS,CUSTLY3P4FU876VU,2024-09-26 16:56:58,Cancelled,196 Main Street,82566.0,Paid,2024-09-26 16:56:58
ORDRAGYJ9EXZBBE,CUST9JX4YHMQXKEG,2024-09-13 09:36:02,Processing,257 Main Street,149694.0,Paid,2024-09-13 09:36:02
ORD15YDCWQB0WWO,CUST8U1V8WXVOMX1,2024-07-30 21:14:32,Completed,112 Main Street,53500.0,Pending,2024-07-30 21:14:32
ORDB7WUGXIDE5AF,CUST8YO1VTWTMGU7,2024-09-30 10:04:35,Processing,167 Main Street,127782.0,Pending,2024-09-30 10:04:35
ORD04JFKQKTAGJJ,CUSTE01H43IZHHYJ,2024-05-29 09:54:07,Cancelled,66 Main Street,138726.0,Paid,2024-05-29 09:54:07
ORDW1PE6OURS1ZP,CUSTHMGOY46PJ1XP,2024-12-25 18:32:34,Completed,260 Main Street,60552.0,Pending,2024-12-25 18:32:34
ORDZB8EYO6Y4738,CUSTM5FA3FM1MKI1,2024-06-10 07:36:07,Shipped,226 Main Street,339358.0,Paid,2024-06-10 07:36:07
ORDS4SDR3GBRIJV,CUST9Y4M61JKD2UT,2025-08-28 14:46:55,Cancelled,82 Main Street,3200.0,Paid,2025-08-28 14:46:55
ORDPFBVB8UXUSTP,CUSTUY2IL6WYOB6M,2025-11-12 23:14:51,Shipped,37 Main Street,1958.0,Pending,2025-11-12 23:14:51
ORD3OMM3422TA0Q,CUSTF3WQZLWWG4H8,2025-11-03 08:17:50,Processing,114 Main Street,304231.0,Paid,2025-11-03 08:17:50
ORDMGZHML5OVVQ0,CUSTR29NTLF4T4OH,2025-07-19 10:26:19,Processing,247 Main Street,117767.0,Pending,2025-07-19 10:26:19
ORDQNTLJEZEQP5R,CUSTFGZOHFS6WDMC,2024-09-13 19:38:37,Processing,110 Main Street,179929.0,Pending,2024-09-13 19:38:37
ORDWOLZCYZWQTN4,CUST51RU93ABTX0D,2025-02-14 01:35:42,Cancelled,175 Main Street,13554.0,Paid,2025-02-14 01:35:42
ORDCDQGWIVNZN2P,CUST43CBSNLFK88J,2025-10-07 13:37:18,Completed,264 Main Street,90456.0,Pending,2025-10-07 13:37:18
ORDETYTLR0N0TJ6,CUSTJBCYTEXNJ3LK,2024-09-05 05:38:24,Shipped,132 Main Street,64960.0,Pending,2024-09-05 05:38:24
ORDA30NRY3PY37I,CUSTQ4WAOCCIGQ3A,2025-03-14 11:10:42,Completed,159 Main Street,243573.0,Paid,2025-03-14 11:10:42
ORD3NWG9GONVXK7,CUSTEE2GE7YUEGR1,2025-10-07 18:15:42,Cancelled,260 Main Street,64373.0,Pending,2025-10-07 18:15:42
ORDHDGI5HNUX1ID,CUSTNCTIWPUUM60Q,2024-10-09 08:59:23,Processing,221 Main Street,117106.0,Pending,2024-10-09 08:59:23
ORD1HK8UYOER4LK,CUST5E2WNQY9BWIK,2024-06-17 10:44:55,Processing,45 Main Street,81330.0,Paid,2024-06-17 10:44:55
ORDLHEZA31822G2,CUST0O1EPV3LHFPY,2025-03-27 18:56:37,Cancelled,201 Main Street,68162.0,Pending,2025-03-27 18:56:37
ORDDFFWVR9RJVCU,CUSTWA211UXATY7E,2024-10-19 10:02:30,Shipped,37 Main Street,95191.0,Pending,2024-10-19 10:02:30
ORDWNKTVBQLEOMV,CUSTP2DUDS8K2BBO,2025-06-29 00:17:05,Shipped,52 Main Street,148078.0,Pending,2025-06-29 00:17:05
ORD9CPV238WPH97,CUSTVEN9PRM7Y61B,2024-12-11 12:18:42,Processing,182 Main Street,310968.0,Paid,2024-12-11 12:18:42
ORDSTCHB6JZ3OM2,CUSTVOIEX832AI8H,2024-06-09 23:08:28,Processing,98 Main Street,78134.0,Pending,2024-06-09 23:08:28
ORDBT3ZQGRFGVWZ,CUSTTHWAI7TON0EJ,2025-12-07 16:26:45,Cancelled,154 Main Street,222681.0,Paid,2025-12-07 16:26:45
ORDBEGH5HWGNINH,CUSTZNEKLMWS4MVQ,2024-09-03 00:40:09,Processing,140 Main Street,223108.0,Pending,2024-09-03 00:40:09
ORDBRGBXOQLI4ZR,CUST6NJ10YZ9AYSX,2024-09-27 03:24:36,Completed,123 Main Street,98076.0,Pending,2024-09-27 03:24:36
ORDKAQ7D85FDOXO,CUSTU8ML6369VKKE,2024-07-05 07:41:28,Processing,58 Main Street,102327.0,Pending,2024-07-05 07:41:28
ORDFJWSFEBNY1FQ,CUSTZJOVM0T4CXWE,2025-09-05 08:37:18,Shipped,102 Main Street,190022.0,Paid,2025-09-05 08:37:18
ORDBSELRAZY2K4O,CUSTE7UHST463U9U,2025-05-07 17:44:03,Shipped,202 Main Street,305727.0,Pending,2025-05-07 17:44:03
ORD1KL4KRCIYQR7,CUSTEK3AR1A186I8,2025-06-13 11:35:10,Shipped,275 Main Street,7560.0,Paid,2025-06-13 11:35:10
ORDUPFWSWX9U59I,CUSTZD1NS4EYD0MW,2025-09-08 18:03:42,Processing,270 Main Street,275076.0,Paid,2025-09-08 18:03:42
ORD9YA2JNNPHQT4,CUSTD4IFPYV3PD2J,2024-04-09 21:42:48,Processing,158 Main Street,114225.0,Paid,2024-04-09 21:42:48
ORD7C1JOGUOQ7A1,CUSTCLW9U2QBOP8K,2025-08-30 02:01:08,Processing,205 Main Street,148467.0,Pending,2025-08-30 02:01:08
ORDC14M001GDC45,CUSTZ9519XZZX8DI,2025-01-28 08:23:20,Processing,106 Main Street,204021.0,Paid,2025-01-28 08:23:20
ORDJQUDWS3CUXPC,CUST5JQW1UJBFU2N,2024-08-04 00:44:03,Shipped,277 Main Street,117831.0,Pending,2024-08-04 00:44:03
ORDO44IP0ETNNNA,CUSTV0LB6DUV80KJ,2024-11-15 23:22:58,Cancelled,151 Main Street,69900.0,Pending,2024-11-15 23:22:58
ORDDC5XUV86GV0O,CUSTYB9A0MI9AZUW,2024-03-04 15:11:14,Shipped,189 Main Street,86607.0,Paid,2024-03-04 15:11:14
ORDX2R1ZN1J26EB,CUSTBCKRPUUWZRK2,2024-07-14 22:56:14,Processing,122 Main Street,37456.0,Paid,2024-07-14 22:56:14
ORDD6NJSVO6AWPN,CUSTOF444EKJ3QOO,2024-05-30 13:16:03,Cancelled,231 Main Street,46476.0,Pending,2024-05-30 13:16:03
ORDJP6OUKN6WTA0,CUST65W3SG6T6VAL,2025-01-19 01:24:38,Cancelled,65 Main Street,279218.0,Pending,2025-01-19 01:24:38
ORDDY31QVFW87KT,CUSTHMGOY46PJ1XP,2024-08-02 13:14:17,Shipped,260 Main Street,155885.0,Pending,2024-08-02 13:14:17
ORD5J0CM2CGL3G4,CUSTFMXAKE521GOV,2025-07-31 00:12:37,Completed,216 Main Street,163028.0,Pending,2025-07-31 00:12:37
ORDGRZ5XULGJ8XQ,CUSTS6KKFCN3DFBM,2024-01-24 17:05:11,Shipped,192 Main Street,107724.0,Paid,2024-01-24 17:05:11
ORD4UVCWC85R0SV,CUSTZTTMRT4JRVDY,2024-06-09 19:05:00,Cancelled,54 Main Street,164484.0,Pending,2024-06-09 19:05:00
ORDOB16XP9OAK9B,CUSTD4IFPYV3PD2J,2024-02-24 20:27:31,Processing,158 Main Street,195271.0,Paid,2024-02-24 20:27:31
ORDY8PJ8WZIXT1V,CUSTKLSB4QC4FOIP,2025-01-24 03:49:05,Completed,51 Main Street,124304.0,Paid,2025-01-24 03:49:05
ORD95OVBDYL8VN8,CUSTTW436ZHHPBOM,2025-04-01 06:47:09,Shipped,196 Main Street,223496.0,Pending,2025-04-01 06:47:09
ORD7XRVLILKFIU0,CUSTFC1ONP4D4D5K,2024-09-30 08:01:18,Cancelled,121 Main Street,1710.0,Paid,2024-09-30 08:01:18
ORDJ6PAPSGLLDTW,CUSTLT4RW9B0H2GF,2024-12-12 10:30:29,Shipped,210 Main Street,233222.0,Paid,2024-12-12 10:30:29
ORDPEWH84Z8Y46X,CUSTEDGKJ0HG5BFG,2025-02-07 19:51:17,Shipped,144 Main Street,129102.0,Paid,2025-02-07 19:51:17
ORDUCCFKY30GEFJ,CUSTOB2EY61ZBVKH,2025-02-20 22:56:30,Shipped,210 Main Street,188091.0,Paid,2025-02-20 22:56:30
ORDHXXOS6VOCBGQ,CUSTVZWUK9U0V1EU,2024-08-14 19:44:16,Shipped,235 Main Street,242745.0,Paid,2024-08-14 19:44:16
ORD75QRD5AWNA2G,CUST92NZ8CS27ONC,2025-02-19 23:12:49,Cancelled,263 Main Street,15872.0,Pending,2025-02-19 23:12:49
ORDG51OM1I2I5I6,CUSTK0382I8ATDEH,2024-08-05 09:37:01,Completed,281 Main Street,158200.0,Pending,2024-08-05 09:37:01
ORDZ87FC54TPVHD,CUSTEK5XPC5G1JGG,2025-12-17 00:27:45,Shipped,248 Main Street,164509.0,Paid,2025-12-17 00:27:45
ORD4ZA5EYHGOOBO,CUSTBVL4X30PQ8WS,2025-03-09 05:27:23,Cancelled,68 Main Street,15136.0,Paid,2025-03-09 05:27:23
ORDSGEJRYQP6EGT,CUSTP544F3CSYDNR,2025-10-25 15:41:22,Cancelled,41 Main Street,217862.0,Paid,2025-10-25 15:41:22
ORDV5A23NDNOEMO,CUST6S8J273DAPMT,2025-07-12 21:57:51,Cancelled,236 Main Street,121981.0,Pending,2025-07-12 21:57:51
ORDW4KXXP1Y602X,CUSTL8F2QAVVLAE9,2025-04-07 23:49:54,Completed,53 Main Street,38843.0,Pending,2025-04-07 23:49:54
ORDWCWAKJO8T7DS,CUST9Q7WNZNGWK1H,2024-06-23 03:19:10,Shipped,73 Main Street,7787.0,Pending,2024-06-23 03:19:10
ORD14UVNMI9Z3WH,CUSTRZAYX97X0EDT,2025-10-10 00:58:00,Processing,258 Main Street,91233.0,Pending,2025-10-10 00:58:00
ORDJNZKWJJXS3JB,CUSTPILDXSLYYMTR,2024-11-24 14:43:45,Completed,259 Main Street,145640.0,Paid,2024-11-24 14:43:45
ORDIHPKDO6FOHH6,CUSTSO42IFW769BW,2024-11-30 02:44:32,Shipped,43 Main Street,110896.0,Paid,2024-11-30 02:44:32
ORD80V31BPS03MC,CUSTUR1K7MWJNBGT,2024-03-08 15:56:02,Completed,162 Main Street,71829.0,Paid,2024-03-08 15:56:02
ORDI86UV1GR1B91,CUSTNFHXWTJINNL7,2024-04-03 14:33:56,Processing,236 Main Street,64191.0,Paid,2024-04-03 14:33:56
ORDA1MOHFRKACFP,CUSTKXH76FCLCF3U,2025-04-09 18:51:44,Shipped,260 Main Street,237807.0,Paid,2025-04-09 18:51:44
ORDDHU6IOY6KFIO,CUSTH6R4RDP9B1O7,2024-06-15 13:19:36,Cancelled,114 Main Street,106736.0,Pending,2024-06-15 13:19:36
ORD673LVBRCPL32,CUST8YRF92L5Y46V,2024-05-14 07:11:27,Processing,231 Main Street,1386.0,Paid,2024-05-14 07:11:27
ORD2LT1KMJY5INY,CUST1A7C4OQO7BEC,2025-04-25 02:06:44,Processing,64 Main Street,63632.0,Pending,2025-04-25 02:06:44
ORDFK25OXEMKWVP,CUST5AFTTY28VOP1,2024-07-14 03:57:21,Completed,251 Main Street,22971.0,Pending,2024-07-14 03:57:21
ORDHYVS0HVTRFDA,CUST2JJAFMNGHGRO,2024-11-19 02:59:50,Cancelled,130 Main Street,290783.0,Pending,2024-11-19 02:59:50
ORD3DCOQH8DF7HH,CUST4OZCIEP58CE7,2024-06-09 22:51:21,Shipped,66 Main Street,249849.0,Paid,2024-06-09 22:51:21
ORDHWGBSXI9HD2X,CUSTHX62R4WNXRSG,2024-12-01 15:01:20,Shipped,36 Main Street,325895.0,Paid,2024-12-01 15:01:20
ORDBYOUIYGP5KZ9,CUSTVJT2R5GMDKG8,2025-06-01 16:33:33,Completed,172 Main Street,224762.0,Paid,2025-06-01 16:33:33
ORD2N8WFCC0H2JN,CUSTON6FWUX9LCME,2024-09-21 23:17:18,Processing,231 Main Street,58783.0,Paid,2024-09-21 23:17:18
ORDG5M1KK6JW6DI,CUSTDT59MCDL5QRY,2025-05-12 20:13:58,Completed,118 Main Street,77742.0,Paid,2025-05-12 20:13:58
ORDS562WSL0QPTZ,CUSTKHUIVTUK893J,2024-01-07 09:33:07,Processing,110 Main Street,88807.0,Pending,2024-01-07 09:33:07
ORD4WTFM39VVS5L,CUSTIO2B7SVC4EM8,2024-12-12 06:20:15,Completed,186 Main Street,183419.0,Paid,2024-12-12 06:20:15
ORDA71HNE4JNE9O,CUST369QK9R5XS75,2025-05-14 04:50:48,Cancelled,172 Main Street,185093.0,Paid,2025-05-14 04:50:48
ORDZ22B5T8XTOJK,CUSTQ3P6438CLYTI,2024-03-27 18:55:21,Cancelled,123 Main Street,312510.0,Paid,2024-03-27 18:55:21
ORDTR31XG6ZRGPF,CUST4GXCKJP5UAM6,2024-12-31 02:27:53,Completed,198 Main Street,170268.0,Pending,2024-12-31 02:27:53
ORD7JQXJKNFBOD8,CUST4JP6IH0XN9KG,2024-04-10 09:57:51,Shipped,143 Main Street,7594.0,Pending,2024-04-10 09:57:51
ORDBRU4H8SZK7CT,CUSTJWWATLSVFDX1,2024-09-20 11:58:33,Shipped,119 Main Street,174473.0,Pending,2024-09-20 11:58:33
ORDXWYN4SACPDN8,CUSTNDMO6ESSNCGX,2024-06-29 23:30:01,Completed,264 Main Street,141730.0,Pending,2024-06-29 23:30:01
ORDHSKO60AOA3A2,CUSTUVDHHVA3QDGI,2025-03-17 14:58:54,Processing,136 Main Street,207014.0,Paid,2025-03-17 14:58:54
ORDJBZ3F6931EV3,CUSTV6JOFJ0BX32A,2025-05-11 03:44:29,Completed,298 Main Street,102333.0,Pending,2025-05-11 03:44:29
ORDD9HTLYF4CW7J,CUST7LSRQW36I40V,2025-06-23 02:16:40,Cancelled,118 Main Street,32379.0,Pending,2025-06-23 02:16:40
ORDPLUJS53QT7RA,CUSTPKNBO0JYTMTO,2025-12-12 00:16:56,Cancelled,1 Main Street,9394.0,Paid,2025-12-12 00:16:56
ORDWO9CE9DUT25G,CUST2J1C2FQATV02,2025-02-10 00:07:34,Cancelled,213 Main Street,128388.0,Pending,2025-02-10 00:07:34
ORDCTIGR6AKQWGF,CUSTCGGC5ZBVE8DX,2024-03-29 06:08:47,Shipped,94 Main Street,22586.0,Paid,2024-03-29 06:08:47
ORDINDFEOJGELO1,CUSTP3JUXZS7FA6L,2025-09-28 11:01:54,Completed,217 Main Street,322100.0,Pending,2025-09-28 11:01:54
ORDMHF13XJFOQUS,CUST4GXCKJP5UAM6,2025-04-07 23:20:12,Shipped,198 Main Street,364067.0,Paid,2025-04-07 23:20:12
ORDGKK93CQMRWPT,CUST0VPQ81ZMXE1O,2024-08-07 11:28:06,Processing,212 Main Street,64369.0,Pending,2024-08-07 11:28:06
ORDZ8MEVKCAZ6C6,CUST2OQBCE2GY5W5,2025-03-25 15:53:55,Cancelled,10 Main Street,47462.0,Pending,2025-03-25 15:53:55
ORDKF1EVN85MK7M,CUSTN5MD6VEGSMAF,2025-01-08 15:59:14,Processing,73 Main Street,81948.0,Paid,2025-01-08 15:59:14
ORD1XLLJB8AFSEA,CUSTMEM5YNT1H1M0,2025-11-15 15:25:16,Completed,203 Main Street,70090.0,Paid,2025-11-15 15:25:16
ORDR7B4TH6R2QOL,CUST3Q74N0ONTLS0,2024-05-30 09:19:07,Shipped,8 Main Street,194800.0,Paid,2024-05-30 09:19:07
ORDA2GDY7F7GM8T,CUSTZX32BR9FB3XW,2025-01-11 02:01:55,Shipped,237 Main Street,44440.0,Paid,2025-01-11 02:01:55
ORDM30L938IOCSJ,CUST5AFTTY28VOP1,2024-05-29 08:49:28,Processing,251 Main Street,123821.0,Paid,2024-05-29 08:49:28
ORDV6PRTDH1TMHH,CUSTHX62R4WNXRSG,2024-10-30 03:17:52,Cancelled,36 Main Street,167384.0,Pending,2024-10-30 03:17:52
ORDYM3Q6DL2U4QL,CUST9RTHMBBKMOI0,2025-07-22 16:34:04,Processing,21 Main Street,46254.0,Paid,2025-07-22 16:34:04
ORDULBM0G7T02EV,CUST6BI3SB8L4D1C,2025-12-12 14:55:15,Completed,35 Main Street,119573.0,Paid,2025-12-12 14:55:15
ORDKYT2ENGH8JSL,CUSTRCTJ9CL9IETJ,2024-04-25 03:06:34,Shipped,17 Main Street,180808.0,Pending,2024-04-25 03:06:34
ORD61M1V194U0CS,CUST2JJAFMNGHGRO,2024-12-16 10:22:54,Cancelled,130 Main Street,134636.0,Pending,2024-12-16 10:22:54
ORD0TFWAJ2ZB5LZ,CUSTDAOI5FQBO3M9,2024-08-11 04:30:03,Completed,278 Main Street,42582.0,Paid,2024-08-11 04:30:03
ORDKOD4L6UJYVKW,CUSTJIUFQ8KNGO5V,2024-07-18 03:35:01,Processing,162 Main Street,117369.0,Pending,2024-07-18 03:35:01
ORDC4EWYJ893STN,CUSTNK1GGWBK6BIV,2025-04-10 16:30:04,Shipped,114 Main Street,121329.0,Paid,2025-04-10 16:30:04
ORDVGSAJ33APH48,CUSTCDCHSUJH1EAM,2025-09-01 07:28:50,Completed,276 Main Street,44145.0,Paid,2025-09-01 07:28:50
ORD0Y6UVWH485CK,CUSTDLR6H43JAB1Q,2025-01-10 00:44:29,Cancelled,145 Main Street,43434.0,Paid,2025-01-10 00:44:29
ORDPKGY4YUC6P96,CUSTPMZ1YX7M9T6U,2025-12-25 20:46:21,Processing,52 Main Street,95306.0,Pending,2025-12-25 20:46:21
ORDCFDVCDYN68HX,CUSTWEBAC2BEKYEY,2024-03-31 21:13:03,Cancelled,47 Main Street,52038.0,Paid,2024-03-31 21:13:03
ORDYHP4R59XI7GP,CUSTIVX33Y6YRD98,2025-10-09 13:13:04,Completed,61 Main Street,86590.0,Pending,2025-10-09 13:13:04
ORD8BHL6N76QXLQ,CUSTF6QW5JVKX4S7,2025-04-15 06:38:09,Processing,214 Main Street,49665.0,Pending,2025-04-15 06:38:09
ORD8HV5OPIIMUMR,CUSTNC4J5C0DV7WS,2025-01-23 01:24:34,Shipped,249 Main Street,130963.0,Paid,2025-01-23 01:24:34
ORDYBFVLA86QXZG,CUSTHYFW4NI93WY2,2025-02-26 04:18:11,Processing,120 Main Street,49489.0,Pending,2025-02-26 04:18:11
ORDWFFXO29OHNLI,CUSTT49VJBFGJJRV,2024-03-04 18:32:09,Completed,6 Main Street,81887.0,Paid,2024-03-04 18:32:09
ORDS22FULG2WNMH,CUSTC1W97IYS05UG,2024-11-11 10:40:47,Processing,195 Main Street,41428.0,Paid,2024-11-11 10:40:47
ORD1C1F795BO2E3,CUSTJHJRHHZLH0BD,2025-08-08 22:54:28,Shipped,39 Main Street,41892.0,Pending,2025-08-08 22:54:28
ORDRUH959CJ34DS,CUST9WR5YNVPBX42,2025-06-19 03:51:14,Completed,168 Main Street,10335.0,Pending,2025-06-19 03:51:14
ORD0TWWARQ70AE3,CUSTC739LTM1LIXN,2025-09-07 08:38:16,Processing,263 Main Street,46770.0,Paid,2025-09-07 08:38:16
ORDU1PYUR2WKGO3,CUSTSDXI9LM24DJU,2025-08-11 22:07:48,Completed,38 Main Street,34550.0,Pending,2025-08-11 22:07:48
ORDTY7RBGA81RWO,CUSTDBCYC44CAYDJ,2024-09-13 03:37:44,Completed,151 Main Street,50814.0,Paid,2024-09-13 03:37:44
ORDNMB8TT556LZ1,CUSTQMU925CWBKDK,2025-11-03 12:42:30,Cancelled,83 Main Street,113508.0,Pending,2025-11-03 12:42:30
ORDZ45SRY1KJ627,CUSTVX6VVEK7FBXY,2025-01-20 13:42:12,Shipped,98 Main Street,85459.0,Pending,2025-01-20 13:42:12
ORDLB528ITJYWX9,CUST02PMO8HH3413,2025-05-05 22:52:11,Processing,165 Main Street,35263.0,Paid,2025-05-05 22:52:11
ORDU2B17DB3AGQL,CUSTUL45YSIM7BP2,2024-10-12 23:20:16,Completed,42 Main Street,68230.0,Pending,2024-10-12 23:20:16
ORD0BPIY0NJGKJA,CUSTJLZ2GCI0HGZY,2024-07-07 01:12:30,Processing,116 Main Street,89552.0,Pending,2024-07-07 01:12:30
ORD614WAH05X3OL,CUSTUTW2L0F182DC,2025-10-17 07:04:28,Shipped,230 Main Street,83592.0,Paid,2025-10-17 07:04:28
ORDGKZ9YYUS7F1C,CUSTUJWOI9MLUOP1,2025-06-06 21:16:09,Processing,264 Main Street,53087.0,Paid,2025-06-06 21:16:09
ORDAGKA641I8UWP,CUSTQQXOSV2J2MB2,2025-03-27 05:23:12,Completed,168 Main Street,42680.0,Pending,2025-03-27 05:23:12
ORDWMEN2A3JZPO3,CUSTQG2MVKTTLHTL,2025-10-29 20:26:05,Cancelled,204 Main Street,168051.0,Pending,2025-10-29 20:26:05
ORDG42GTQKHU23O,CUSTVZWUK9U0V1EU,2025-12-12 13:21:30,Processing,235 Main Street,36190.0,Pending,2025-12-12 13:21:30
ORDG13TT01ZO6SL,CUSTVS4HM1C4ZHKE,2024-12-15 08:25:59,Cancelled,250 Main Street,34872.0,Paid,2024-12-15 08:25:59
ORDHXO59ACMAOLD,CUSTRU15BU22M7O1,2025-01-18 20:23:14,Shipped,217 Main Street,214326.0,Pending,2025-01-18 20:23:14
ORDO1N1ZW2SU2LT,CUSTEZ8E7JZQXCDD,2024-05-03 12:00:39,Cancelled,295 Main Street,151182.0,Pending,2024-05-03 12:00:39
ORD9P99K1YMKYMR,CUSTLLN86KYZCVBS,2025-12-27 08:40:02,Completed,26 Main Street,40698.0,Paid,2025-12-27 08:40:02
ORDEO3UCGV7C12H,CUST43CBSNLFK88J,2025-01-11 13:24:36,Completed,264 Main Street,138588.0,Pending,2025-01-11 13:24:36
ORDQJYQ9KUZIOQC,CUST9WR5YNVPBX42,2025-05-16 06:24:53,Cancelled,168 Main Street,300623.0,Pending,2025-05-16 06:24:53
ORDHELR1A23G2N4,CUSTDY8ZZASSSZ8H,2024-09-02 05:26:03,Completed,120 Main Street,328962.0,Pending,2024-09-02 05:26:03
ORD0CJUG80T36QK,CUSTYWD8ZJHQ8HHK,2024-08-28 13:55:57,Shipped,147 Main Street,23720.0,Pending,2024-08-28 13:55:57
ORDMUW4A802PQJW,CUSTWGIYCASBC41Y,2025-06-09 14:42:13,Completed,194 Main Street,157660.0,Paid,2025-06-09 14:42:13
ORDFGQQZUQ5T6ZI,CUSTX0VFGRJYB641,2025-08-03 14:49:14,Shipped,81 Main Street,33432.0,Pending,2025-08-03 14:49:14
ORD0N0Q15VOZGIA,CUST57HSYF6O4N7H,2024-06-19 22:40:35,Completed,135 Main Street,163558.0,Pending,2024-06-19 22:40:35
ORDJWOO0R5H0CID,CUSTCTBKG5ZLAIDY,2025-10-19 07:12:18,Processing,48 Main Street,253600.0,Pending,2025-10-19 07:12:18
ORDCDQUVCU4P0WR,CUSTD66AX39TVMWT,2024-05-29 02:45:21,Completed,77 Main Street,241710.0,Pending,2024-05-29 02:45:21
ORD5FOTZG5FPUG0,CUSTNZNOOUSRTDJJ,2024-05-26 16:51:08,Processing,283 Main Street,243936.0,Pending,2024-05-26 16:51:08
ORDQKKWTASO9F8N,CUSTHH77UBNJTI73,2024-08-27 09:58:23,Completed,47 Main Street,42777.0,Paid,2024-08-27 09:58:23
ORDOPIEJKH0WLL8,CUSTIFC33VWF2NY0,2025-07-10 07:19:40,Processing,241 Main Street,129795.0,Pending,2025-07-10 07:19:40
ORD2GGHKD128XHA,CUSTT8IZIAJU4VW4,2025-06-19 15:35:30,Completed,237 Main Street,149327.0,Paid,2025-06-19 15:35:30
ORD1U23KXSN00RT,CUSTSJGJ5ETR8VS9,2025-05-18 11:18:05,Shipped,260 Main Street,361188.0,Pending,2025-05-18 11:18:05
ORDUO2HXEIYDZGR,CUSTAN02GJ8KRDWA,2025-09-02 20:30:31,Completed,124 Main Street,274139.0,Paid,2025-09-02 20:30:31
ORDW5K606JSPL28,CUSTE3FJRFUXB3FC,2025-10-25 23:21:04,Cancelled,1 Main Street,182143.0,Pending,2025-10-25 23:21:04
ORD2GHZGFB8L58P,CUSTZH9JK7T4LHCP,2025-04-08 16:02:31,Completed,94 Main Street,200652.0,Pending,2025-04-08 16:02:31
ORDLAWDM0ROUXIJ,CUSTMCO0JYKBJEG3,2024-12-12 16:03:24,Completed,262 Main Street,81261.0,Pending,2024-12-12 16:03:24
ORDX1TIQQPBRW59,CUSTSXX8IJAZ4YYN,2024-04-16 08:00:16,Cancelled,196 Main Street,5510.0,Pending,2024-04-16 08:00:16
ORDV7JJ9E04WQ4Y,CUSTTVUDU2UPLGQS,2024-10-28 23:34:40,Shipped,202 Main Street,34382.0,Pending,2024-10-28 23:34:40
ORDR7BG3RBS8UAT,CUST3JAU1FJK5O9H,2024-10-28 09:16:27,Processing,66 Main Street,263162.0,Paid,2024-10-28 09:16:27
